Word	Valence	Arousal	Dominance
crujido	4.160900115966797	6.421299934387207	5.619800090789795
crujir	3.750699996948242	5.192599773406982	4.771500110626221
cruzada	3.861299991607666	5.701399803161621	5.231100082397461
cruzar	5.002399921417236	3.7147998809814453	3.7695000171661377
cuadernillo	4.981500148773193	3.722399950027466	3.7667999267578125
cuadra	4.336900234222412	3.971299886703491	3.7955000400543213
cuadrangular	4.891200065612793	3.64739990234375	3.6849000453948975
cuadrante	4.557400226593018	4.393199920654297	4.158599853515625
cuadrilla	5.361700057983398	5.134500026702881	4.809899806976318
cual	4.67710018157959	3.7850000858306885	3.7679998874664307
cualidad	6.568900108337402	4.712299823760986	4.704599857330322
cualificación	5.828400135040283	4.73390007019043	4.5644001960754395
cualitativo	5.334000110626221	3.706899881362915	3.815200090408325
cualquier	4.85099983215332	3.8276000022888184	3.847899913787842
cuándo	4.648600101470947	3.933199882507324	3.9075000286102295
cuantía	5.258800029754639	4.989699840545654	4.705100059509277
cuántica	4.757699966430664	4.34689998626709	4.146100044250488
cuantificación	4.80079984664917	4.567500114440918	4.284999847412109
cuantificar	4.749199867248535	4.470799922943115	4.251100063323975
cuantitativa	5.109600067138672	4.154099941253662	4.093299865722656
cuanto	4.815400123596191	4.013199806213379	3.950000047683716
cuarcita	5.399700164794922	3.5311999320983887	3.6649999618530273
cuarenta	4.482800006866455	4.517099857330322	4.277200222015381
cuarentena	2.6928999423980713	5.496300220489502	4.897200107574463
cuarta	4.889500141143799	3.740999937057495	3.772200107574463
cuartel	3.4189999103546143	5.691500186920166	5.158999919891357
cuarteto	5.7729997634887695	3.9588000774383545	4.044300079345703
cuartilla	4.701600074768066	4.004499912261963	3.968400001525879
cuartito	4.857800006866455	3.9960999488830566	3.993299961090088
cuarzo	5.134399890899658	3.7126998901367188	3.7860000133514404
cuasi	4.508600234985352	4.446800231933594	4.166100025177002
cuatrimestre	4.583099842071533	4.793399810791016	4.477700233459473
cuatro	5.303800106048584	3.6278998851776123	3.7327001094818115
cubalibre	6.5655999183654785	5.359099864959717	5.006700038909912
cubano	6.162399768829346	4.181300163269043	4.259799957275391
cubata	6.605299949645996	6.354499816894531	5.8084001541137695
cubeta	4.5696001052856445	3.6916000843048096	3.670599937438965
cúbico	4.712100028991699	3.688800096511841	3.693700075149536
cubierta	5.05679988861084	4.513500213623047	4.357600212097168
cubiertos	5.006499767303467	4.213500022888184	4.130899906158447
cubismo	4.923600196838379	3.890000104904175	3.917099952697754
cúbito	5.0370001792907715	3.4707000255584717	3.5485000610351562
cubrir	4.871500015258789	3.789400100708008	3.815700054168701
cucharada	5.4481000900268555	3.989000082015991	4.086699962615967
cucharilla	5.18120002746582	3.6868999004364014	3.7632999420166016
cucharón	5.729700088500977	3.9082000255584717	4.045899868011475
cuchicheo	3.0274999141693115	6.5559000968933105	5.825500011444092
cuchilla	3.3006999492645264	5.987500190734863	5.051199913024902
cuclillas	4.740300178527832	4.482900142669678	4.226900100708008
cuco	5.313300132751465	4.55679988861084	4.421199798583984
cuelga	4.489999771118164	4.0366997718811035	3.9384000301361084
cuello	5.387199878692627	3.7516000270843506	3.8299999237060547
cuenca	4.582900047302246	3.776700019836426	3.746000051498413
cuenta	4.792600154876709	3.885699987411499	3.879499912261963
cuerno	2.919300079345703	5.33489990234375	4.816999912261963
cuero	4.579899787902832	4.297299861907959	4.09499979019165
cuestionable	3.9790000915527344	5.273799896240234	4.953400135040283
cuestionamiento	4.085299968719482	5.653800010681152	5.288599967956543
cuestionar	4.376299858093262	5.930300235748291	5.428400039672852
cuestionario	4.718800067901611	4.06879997253418	3.9863998889923096
cuida	6.082799911499023	4.252600193023682	4.302700042724609
cuidado	5.833600044250488	4.7540998458862305	4.586100101470947
cuidador	6.3531999588012695	4.429500102996826	4.373000144958496
cuidadosa	6.80109977722168	5.214300155639648	5.125199794769287
culata	3.831700086593628	4.888199806213379	4.6427998542785645
culminación	5.861599922180176	4.04040002822876	4.05679988861084
culminante	5.488699913024902	4.821400165557861	4.667600154876709
culminar	6.005300045013428	4.125699996948242	4.114799976348877
culo	4.991600036621094	4.565999984741211	4.123000144958496
culpar	2.4755001068115234	5.519599914550781	4.938499927520752
culta	6.769999980926514	5.408100128173828	5.222300052642822
cultivar	6.339000225067139	5.103600025177002	4.947800159454346
cultivo	5.835999965667725	4.104000091552734	4.100900173187256
cultura	6.75540018081665	5.655099868774414	5.43179988861084
culturismo	4.248600006103516	4.476799964904785	4.093999862670898
cumbia	4.905200004577637	3.70740008354187	3.738600015640259
cumbre	6.147900104522705	5.074699878692627	4.847700119018555
cumplimiento	6.44920015335083	5.684599876403809	5.351500034332275
cumplir	6.74459981918335	5.511899948120117	5.307000160217285
cúmulo	3.506999969482422	4.99399995803833	4.60860013961792
cuna	6.234499931335449	4.097099781036377	4.206299781799316
cuña	5.170300006866455	3.8694000244140625	3.9365999698638916
cuñada	5.896999835968018	4.745800018310547	4.622099876403809
cuñado	5.2916998863220215	4.801799774169922	4.609399795532227
cundir	5.922900199890137	5.116600036621094	4.831699848175049
cuneta	3.699700117111206	4.974699974060059	4.679100036621094
cuota	3.620699882507324	5.018199920654297	4.657700061798096
cupo	4.541800022125244	4.315100193023682	4.122200012207031
cúpula	4.8171000480651855	4.080900192260742	4.053199768066406
curador	5.584700107574463	4.707900047302246	4.504700183868408
curiosidad	6.01039981842041	5.251800060272217	5.002099990844727
curo	5.265500068664551	3.9549999237060547	3.9837000370025635
currículo	5.388500213623047	4.873700141906738	4.660699844360352
currículum	5.735300064086914	4.9766998291015625	4.785299777984619
curry	5.323800086975098	4.581699848175049	4.279399871826172
cursar	5.577300071716309	3.6157000064849854	3.754699945449829
cursiva	5.339799880981445	3.628000020980835	3.740799903869629
curva	5.397200107574463	4.333899974822998	4.304500102996826
curvatura	4.755199909210205	3.9892001152038574	3.955199956893921
cúspide	5.446800231933594	4.937300205230713	4.708199977874756
custodia	3.488800048828125	4.725399971008301	4.417099952697754
dados	5.249899864196777	3.8053998947143555	3.8849000930786133
dale	4.594699859619141	4.598899841308594	4.356299877166748
damas	6.032199859619141	4.194900035858154	4.223800182342529
dame	4.78980016708374	4.334700107574463	4.177199840545654
dance	6.670599937438965	5.02810001373291	4.93179988861084
danés	4.86929988861084	3.703700065612793	3.727400064468384
danzar	7.7032999992370605	5.306099891662598	5.2270002365112305
data	5.502299785614014	3.7774999141693115	3.869999885559082
datación	4.90339994430542	3.671099901199341	3.7054998874664307
datar	4.739200115203857	3.8157999515533447	3.8153998851776123
dátil	4.637400150299072	3.658799886703491	3.5992000102996826
dato	4.998000144958496	3.75219988822937	3.801500082015991
datos	5.121699810028076	4.325900077819824	4.243500232696533
debajo	4.935299873352051	3.432800054550171	3.4976999759674072
debate	5.56220006942749	5.388999938964844	4.997000217437744
debatir	5.289299964904785	5.18310022354126	4.8566999435424805
deber	3.5262999534606934	4.964399814605713	4.642099857330322
debido	3.8803999423980713	4.6930999755859375	4.4959001541137695
debilidad	3.3371999263763428	5.408699989318848	4.878600120544434
debilitamiento	2.7272000312805176	5.2179999351501465	4.782299995422363
debilitar	2.9537999629974365	5.0381999015808105	4.570499897003174
debut	5.759500026702881	4.809199810028076	4.663400173187256
debutar	6.061600208282471	5.279300212860107	5.033999919891357
decadente	2.384999990463257	5.310500144958496	4.821199893951416
decaer	2.488600015640259	5.359799861907959	4.849400043487549
decaimiento	2.39739990234375	4.741499900817871	4.3221001625061035
decalitro	4.580900192260742	3.6975998878479004	3.672100067138672
decámetro	4.697800159454346	3.5813000202178955	3.5897998809814453
decano	4.881499767303467	4.24399995803833	4.149400234222412
decatlón	6.2104997634887695	4.360199928283691	4.418499946594238
decena	5.449900150299072	3.6760001182556152	3.803999900817871
decencia	5.292300224304199	4.986800193786621	4.632299900054932
decenio	5.460100173950195	3.7629001140594482	3.8780999183654785
decente	5.612100124359131	4.44950008392334	4.338399887084961
decepción	1.5966999530792236	6.171899795532227	5.309500217437744
decepcionante	1.8858000040054321	5.8078999519348145	5.077400207519531
decibelios	4.2677998542785645	5.373499870300293	5.030300140380859
décima	4.984600067138672	3.9189999103546143	3.924999952316284
decimal	4.720300197601318	3.75	3.752000093460083
decímetro	4.817599773406982	3.5834999084472656	3.6136999130249023
décimo	5.228099822998047	4.26800012588501	4.18179988861084
decir	5.7245001792907715	4.246099948883057	4.307700157165527
decirlo	5.826399803161621	5.107500076293945	4.880199909210205
decisión	5.110599994659424	5.000699996948242	4.743000030517578
decisivo	5.398099899291992	5.4679999351501465	5.051300048828125
decisorio	4.438399791717529	4.408299922943115	4.186999797821045
declaración	5.8678998947143555	5.188300132751465	4.939899921417236
declarar	4.6057000160217285	5.656899929046631	5.181099891662598
declinación	3.8389999866485596	5.099100112915039	4.726500034332275
declinar	3.8613998889923096	4.904099941253662	4.658400058746338
decora	6.3846001625061035	3.941499948501587	4.115900039672852
decoración	7.069699764251709	5.289999961853027	5.145500183105469
decorado	6.2332000732421875	4.351200103759766	4.3302001953125
decorativo	6.43120002746582	3.7643001079559326	3.9298999309539795
decreciente	4.3180999755859375	3.9072999954223633	3.817199945449829
decretar	3.588900089263916	4.948299884796143	4.645999908447266
decreto	4.132800102233887	4.956500053405762	4.375800132751465
dedicación	6.7845001220703125	4.543399810791016	4.472700119018555
dedicar	6.547100067138672	4.919300079345703	4.890399932861328
dedos	4.952700138092041	3.606300115585327	3.658799886703491
deducción	5.6427001953125	4.164100170135498	4.255499839782715
deducir	6.44290018081665	5.957699775695801	5.529699802398682
defectuosa	2.8854000568389893	5.445300102233887	4.966300010681152
defensa	4.568699836730957	4.7667999267578125	4.502099990844727
defensiva	4.109000205993652	6.145400047302246	5.49459981918335
defensor	6.025199890136719	5.122000217437744	4.945499897003174
defensora	5.807300090789795	4.615200042724609	4.547299861907959
deferencia	4.916299819946289	3.6440999507904053	3.689300060272217
deficiencia	2.539900064468384	4.548299789428711	4.2947001457214355
deficiente	2.7421998977661133	4.939799785614014	4.51609992980957
déficit	2.633500099182129	5.077899932861328	4.622200012207031
definición	5.211599826812744	3.900700092315674	3.9381000995635986
definir	4.636199951171875	3.837399959564209	3.8217999935150146
definitiva	5.190199851989746	4.957399845123291	4.7083001136779785
deforestación	1.8234000205993652	6.342599868774414	5.72189998626709
deformación	2.810499906539917	5.111000061035156	4.629899978637695
defraudar	1.8255000114440918	6.188600063323975	5.492199897766113
defunción	1.6065000295639038	6.490600109100342	5.52810001373291
degradar	2.6029999256134033	5.519199848175049	5.0019001960754395
degustar	6.1691999435424805	4.273499965667725	4.371699810028076
dehesa	4.868000030517578	4.2241997718811035	4.106299877166748
deidad	3.8099000453948975	4.879700183868408	4.629300117492676
dejar	2.880199909210205	5.011199951171875	4.550600051879883
dejo	3.3308000564575195	4.880300045013428	4.5218000411987305
delante	5.057600021362305	4.39900016784668	4.280799865722656
delantera	4.421599864959717	4.341300010681152	4.14139986038208
delantero	5.274499893188477	4.130899906158447	4.12470006942749
delegación	4.949900150299072	4.215400218963623	4.122000217437744
delegado	4.903900146484375	4.590400218963623	4.355800151824951
delegar	4.536499977111816	4.269999980926514	4.136899948120117
deliberación	5.283100128173828	5.212500095367432	4.863999843597412
deliberar	4.8831000328063965	4.414999961853027	4.245500087738037
delicia	7.396399974822998	4.9319000244140625	4.973299980163574
delictiva	2.426300048828125	6.3769001960754395	5.717700004577637
delimitación	3.1593000888824463	4.74970006942749	4.421800136566162
delimitar	3.8317999839782715	4.960299968719482	4.639200210571289
delineante	4.604300022125244	4.071499824523926	3.9793999195098877
delirante	4.201300144195557	4.992700099945068	4.395699977874756
