	Valence	Arousal	Dominance	Average
1	0.9801	0.7249	0.5906	0.7652
2	0.9853	0.7036	0.637	0.7753
3	0.9753	0.6472	0.6296	0.7507
4	0.9829	0.6638	0.6748	0.7738
5	0.9849	0.6405	0.6381	0.7545
6	0.9836	0.6877	0.6395	0.7703
7	0.9832	0.7221	0.6825	0.7959
8	0.9839	0.6393	0.534	0.7191
9	0.9837	0.6944	0.611	0.763
10	0.9785	0.6574	0.5366	0.7242
SD	0.0032	0.0327	0.0508	0.0289
Average	0.9821	0.6781	0.6174	0.7592

