	Valence	Arousal	Dominance	Average
1	-0.0015	-0.0663	-0.0853	-0.0511
2	-0.0005	-0.0345	-0.0277	-0.0209
3	-0.0019	-0.0399	-0.055	-0.0323
4	-0.0012	-0.0249	-0.0969	-0.041
5	-0.0006	-0.0406	-0.0892	-0.0435
6	-0.0028	-0.0759	-0.079	-0.0526
7	-0.0004	-0.0681	-0.0929	-0.0538
8	-0.0004	-0.0495	-0.0595	-0.0365
9	-0.001	-0.0215	-0.0138	-0.0121
10	-0.0006	-0.0512	0.0092	-0.0142
SD	0.0004	-0.0003	-0.0025	-0.0009
Average	-0.0011	-0.0472	-0.059	-0.0358

