	Valence	Arousal	Dominance	Average
1	0.9367	0.7008	0.6976	0.7784
2	0.9612	0.7317	0.6925	0.7951
3	0.9329	0.7518	0.7465	0.8104
4	0.9639	0.7687	0.7325	0.8217
5	0.9357	0.7332	0.7159	0.7949
6	0.9224	0.7478	0.7778	0.816
7	0.9666	0.7338	0.6995	0.8
8	0.9416	0.7177	0.7543	0.8045
9	0.96	0.7458	0.7406	0.8155
10	0.9009	0.7787	0.6943	0.7913
SD	0.0211	0.023	0.0296	0.0246
Average	0.9422	0.741	0.7252	0.8028
