	Valence	Arousal	Dominance	Average
1	0.8425	0.6257	0.6888	0.719
2	0.8872	0.6373	0.6559	0.7268
3	0.8339	0.6347	0.6438	0.7041
4	0.896	0.8077	0.6619	0.7885
5	0.8437	0.7386	0.6336	0.7387
6	0.8424	0.6975	0.6712	0.737
7	0.9089	0.7473	0.664	0.7734
8	0.8375	0.7231	0.7006	0.7537
9	0.8746	0.6922	0.6835	0.7501
10	0.8213	0.7205	0.6762	0.7393
SD	0.0302	0.0578	0.0205	0.0361
Average	0.8588	0.7025	0.668	0.7431
