	Valence	Arousal	Dominance	Average
1	0.0025	-0.0116	-0.0431	-0.0174
2	-0.0018	-0.0167	-0.01	-0.0095
3	0.003	-0.0261	-0.0016	-0.0082
4	-0.0033	-0.0303	-0.0218	-0.0185
5	-0.0062	-0.0485	-0.0254	-0.0267
6	-0.0015	-0.0352	-0.0111	-0.0159
7	-0.0015	-0.0065	-0.0257	-0.0112
8	-0.0032	-0.0465	-0.0183	-0.0227
9	-0.005	-0.0293	-0.0066	-0.0136
10	0.0012	-0.017	-0.0061	-0.0073
SD	-0.0015	-0.004	0.0018	-0.0012
Average	-0.0016	-0.0268	-0.0169	-0.0151
