	Valence	Arousal	Dominance	Average
1	0.9269	0.7168	0.6538	0.7658
2	0.9583	0.741	0.6451	0.7815
3	0.9299	0.7782	0.7148	0.8077
4	0.9663	0.7912	0.6812	0.8129
5	0.9306	0.7652	0.5947	0.7635
6	0.9172	0.7794	0.7211	0.8059
7	0.961	0.7392	0.6586	0.7863
8	0.9335	0.7513	0.6904	0.7917
9	0.9621	0.7626	0.6693	0.798
10	0.9004	0.7735	0.6308	0.7682
SD	0.0222	0.0227	0.0383	0.0277
Average	0.9386	0.7599	0.666	0.7882
