	Valence	Arousal	Dominance	Average
1	0.9288	0.7005	0.707	0.7788
2	0.9565	0.7411	0.6757	0.7911
3	0.9162	0.771	0.7506	0.8126
4	0.9625	0.7944	0.7422	0.8331
5	0.936	0.7656	0.7259	0.8092
6	0.906	0.7757	0.7529	0.8115
7	0.9684	0.7289	0.702	0.7998
8	0.9383	0.7378	0.7335	0.8032
9	0.9604	0.7588	0.7303	0.8165
10	0.8988	0.7764	0.7136	0.7963
SD	0.0247	0.0278	0.0241	0.0255
Average	0.9372	0.755	0.7234	0.8052
