	Valence	Arousal	Dominance	Average
1	-0.0054	-0.0119	-0.0337	-0.017
2	-0.0065	-0.0073	-0.0268	-0.0135
3	-0.0137	-0.0069	0.0025	-0.006
4	-0.0047	-0.0046	-0.0121	-0.0071
5	-0.0059	-0.0161	-0.0154	-0.0124
6	-0.0179	-0.0073	-0.036	-0.0204
7	0.0003	-0.0114	-0.0232	-0.0114
8	-0.0065	-0.0264	-0.0391	-0.024
9	-0.0046	-0.0163	-0.0169	-0.0126
10	-0.0009	-0.0193	0.0132	-0.0023
SD	0.0021	0.0008	-0.0037	-0.0003
Average	-0.0066	-0.0128	-0.0187	-0.0127
