	Valence	Arousal	Dominance	Average
1	0.9353	0.6637	0.7286	0.7759
2	0.9605	0.7224	0.732	0.8049
3	0.9331	0.7196	0.7282	0.7937
4	0.9667	0.7539	0.6937	0.8048
5	0.9461	0.7498	0.6984	0.7981
6	0.9211	0.7454	0.7736	0.8134
7	0.9662	0.6908	0.6859	0.781
8	0.9439	0.7104	0.7275	0.7939
9	0.9624	0.7216	0.7003	0.7948
10	0.9027	0.7547	0.676	0.7778
SD	0.0212	0.0296	0.029	0.0266
Average	0.9438	0.7232	0.7144	0.7938
