	Valence	Arousal	Dominance	Average
1	0.9739	0.7673	0.8654	0.8688
2	0.9717	0.705	0.8853	0.854
3	0.9445	0.693	0.7895	0.809
4	0.9532	0.7832	0.8272	0.8546
5	0.973	0.722	0.8629	0.8526
6	0.9721	0.7635	0.8263	0.854
7	0.9661	0.7033	0.7923	0.8206
8	0.9731	0.6478	0.8351	0.8187
9	0.9667	0.7642	0.819	0.8499
10	0.9673	0.6648	0.8361	0.8227
SD	0.0098	0.0466	0.0307	0.029
Average	0.9662	0.7214	0.8339	0.8405
