	Valence	Arousal	Dominance	Average
1	0.9142	0.5533	0.7951	0.7542
2	0.891	0.4304	0.7735	0.6983
3	0.866	0.5571	0.7161	0.7131
4	0.8524	0.6193	0.6946	0.7221
5	0.8797	0.5066	0.7875	0.7246
6	0.8978	0.4905	0.7717	0.72
7	0.9081	0.5518	0.7655	0.7418
8	0.8798	0.3916	0.7592	0.6768
9	0.8902	0.5174	0.7224	0.71
10	0.8656	0.5355	0.7594	0.7202
SD	0.0196	0.0658	0.0327	0.0394
Average	0.8845	0.5153	0.7545	0.7181
