	Valence	Arousal	Dominance	Average
1	-0.0091	-0.0055	-0.0428	-0.019
2	-0.0111	0.0049	-0.0063	-0.0041
3	-0.0151	-0.0255	-0.0239	-0.0215
4	-0.006	-0.0142	-0.0062	-0.0089
5	-0.0098	-0.0191	-0.0309	-0.0199
6	-0.0008	-0.0161	-0.0175	-0.0115
7	-0.0082	-0.0163	-0.0257	-0.0168
8	-0.0078	-0.0041	-0.018	-0.01
9	-0.0075	-0.0019	-0.0339	-0.0143
10	-0.0108	0.0023	-0.0229	-0.0104
SD	0.002	-0.0008	0.0027	0.0013
Average	-0.0086	-0.0095	-0.0228	-0.0137
