	Valence	Arousal	Dominance	Average
1	0.9648	0.7618	0.8226	0.8498
2	0.9606	0.7099	0.879	0.8499
3	0.9294	0.6675	0.7656	0.7875
4	0.9472	0.769	0.821	0.8457
5	0.9632	0.7029	0.832	0.8327
6	0.9713	0.7474	0.8088	0.8425
7	0.9579	0.687	0.7666	0.8038
8	0.9653	0.6437	0.8171	0.8087
9	0.9592	0.7623	0.7851	0.8356
10	0.9565	0.6671	0.8132	0.8123
SD	0.0118	0.0458	0.0334	0.0303
Average	0.9576	0.7119	0.8111	0.8268
