	Valence	Arousal	Dominance	Average
1	0.9586	0.7078	0.8164	0.8276
2	0.9724	0.6436	0.879	0.8317
3	0.9748	0.757	0.864	0.8653
4	0.9624	0.6853	0.8411	0.8296
5	0.9731	0.7499	0.8695	0.8642
6	0.9809	0.797	0.8601	0.8793
7	0.9728	0.7537	0.8631	0.8632
8	0.9753	0.7363	0.842	0.8512
9	0.9646	0.7624	0.859	0.862
10	0.966	0.7841	0.8701	0.8734
SD	0.0069	0.0466	0.0184	0.0239
Average	0.9701	0.7377	0.8564	0.8547

