	Valence	Arousal	Dominance	Average
1	0.9545	0.7217	0.8432	0.8398
2	0.9716	0.6581	0.8901	0.84
3	0.9689	0.7629	0.8803	0.8707
4	0.961	0.7252	0.8441	0.8435
5	0.9648	0.7541	0.8568	0.8586
6	0.974	0.7381	0.8611	0.8577
7	0.9636	0.7827	0.8588	0.8684
8	0.9671	0.7346	0.8393	0.847
9	0.9676	0.7717	0.8659	0.8684
10	0.9686	0.7616	0.8751	0.8684
SD	0.0056	0.0354	0.0168	0.0193
Average	0.9662	0.7411	0.8615	0.8562

