	Valence	Arousal	Dominance	Average
1	0.9553	0.7484	0.6985	0.8007
2	0.9593	0.7154	0.7378	0.8042
3	0.9514	0.7478	0.7033	0.8009
4	0.9524	0.7418	0.7482	0.8142
5	0.9618	0.7629	0.744	0.8229
6	0.9572	0.7588	0.7059	0.8073
7	0.9612	0.7369	0.6831	0.7937
8	0.9689	0.7112	0.7277	0.8026
9	0.9558	0.7739	0.7373	0.8224
10	0.9627	0.7548	0.7534	0.8237
SD	0.0129	0.0509	0.048	0.0373
Average	0.9586	0.7452	0.7239	0.8092
