	Valence	Arousal	Dominance	Average
1	-0.0972	-0.0898	-0.0541	-0.0803
2	-0.0902	-0.0991	-0.0861	-0.0918
3	-0.0963	-0.0864	-0.0403	-0.0744
4	-0.1006	-0.0945	-0.0814	-0.0922
5	-0.0823	-0.1507	-0.0814	-0.1048
6	-0.0988	-0.1554	-0.0922	-0.1154
7	-0.1051	-0.1464	-0.0963	-0.1159
8	-0.0888	-0.0882	-0.0753	-0.0841
9	-0.0803	-0.1193	-0.0699	-0.0898
10	-0.0806	-0.0988	-0.0519	-0.0771
SD	0.0186	0.0115	0.0138	0.0146
Average	-0.092	-0.1128	-0.0729	-0.0926
