	Valence	Arousal	Dominance	Average
1	0.9633	0.6848	0.6781	0.7754
2	0.9615	0.6602	0.724	0.7819
3	0.9539	0.6561	0.7003	0.7701
4	0.9572	0.682	0.7085	0.7825
5	0.9613	0.6912	0.7439	0.7988
6	0.9623	0.685	0.709	0.7855
7	0.9639	0.6923	0.6982	0.7848
8	0.9652	0.6408	0.7016	0.7692
9	0.9662	0.7096	0.7271	0.801
10	0.9659	0.6487	0.7511	0.7886
SD	0.01	0.0605	0.045	0.0385
Average	0.962	0.6751	0.7142	0.7838
