	Valence	Arousal	Dominance	Average
1	0.9384	0.6873	0.7166	0.7808
2	0.961	0.7043	0.7452	0.8035
3	0.9542	0.7305	0.7403	0.8083
4	0.9577	0.7182	0.7532	0.8097
5	0.9657	0.7409	0.7705	0.8257
6	0.9625	0.7444	0.7332	0.8133
7	0.9642	0.6952	0.7094	0.7896
8	0.9694	0.6927	0.7321	0.798
9	0.9596	0.7564	0.7466	0.8208
10	0.9653	0.7385	0.7627	0.8221
SD	0.0183	0.0566	0.0428	0.0392
Average	0.9598	0.7208	0.741	0.8072
