	Valence	Arousal	Dominance	Average
1	-0.0217	-0.0612	-0.0152	-0.0327
2	-0.0034	-0.025	-0.0191	-0.0158
3	-0.0025	-0.0346	0.0036	-0.0112
4	0.0011	-0.034	-0.014	-0.0157
5	-0.0011	-0.0343	-0.0106	-0.0153
6	0.0008	-0.0298	-0.0122	-0.0138
7	0.0	-0.0582	-0.0073	-0.0218
8	0.0006	-0.0283	-0.0012	-0.0096
9	-0.0036	-0.0305	-0.0043	-0.0128
10	-0.0012	-0.021	-0.0154	-0.0126
SD	0.0069	0.0086	-0.0027	0.0043
Average	-0.0031	-0.0357	-0.0096	-0.0161
