	Valence	Arousal	Dominance	Average
1	-0.0048	-0.0002	-0.0333	-0.0127
2	-0.0051	-0.0139	-0.0265	-0.0151
3	-0.0053	-0.0173	-0.0333	-0.0186
4	-0.0042	-0.0104	-0.019	-0.0112
5	-0.005	-0.0122	-0.0371	-0.0181
6	-0.0045	-0.0154	-0.0395	-0.0198
7	-0.003	-0.0164	-0.0336	-0.0177
8	0.0001	-0.0098	-0.0056	-0.0051
9	-0.0074	-0.0129	-0.0135	-0.0112
10	-0.0038	-0.0047	-0.0247	-0.0111
SD	0.0014	0.003	0.0025	0.0023
Average	-0.0043	-0.0113	-0.0266	-0.0141
