	Valence	Arousal	Dominance	Average
1	-0.0089	0.0029	-0.0074	-0.0045
2	-0.0063	-0.0135	0.0525	0.0109
3	-0.0016	0.0205	0.0083	0.0091
4	0.0023	-0.0236	0.0016	-0.0066
5	0.0012	0.0059	-0.0049	0.0007
6	-0.0106	-0.0297	0.0095	-0.0103
7	0.0087	0.0062	-0.0127	0.0007
8	0.0005	0.0167	0.0049	0.0074
9	-0.0046	0.0083	-0.0141	-0.0034
10	-0.0003	-0.0149	-0.0363	-0.0171
SD	-0.002	-0.0024	-0.0031	-0.0025
Average	-0.0019	-0.0021	0.0001	-0.0013
