	Valence	Arousal	Dominance	Average
1	0.9544	0.7248	0.6768	0.7854
2	0.9515	0.7973	0.5585	0.7691
3	0.9372	0.7028	0.4036	0.6812
4	0.9534	0.6669	0.6837	0.768
5	0.9619	0.7308	0.6849	0.7925
6	0.9436	0.8404	0.7023	0.8287
7	0.8862	0.828	0.7461	0.8201
8	0.958	0.7525	0.7509	0.8204
9	0.9797	0.7799	0.6412	0.8003
10	0.9636	0.7439	0.511	0.7395
SD	0.0249	0.0549	0.1114	0.0637
Average	0.9489	0.7567	0.6359	0.7805
