	Valence	Arousal	Dominance	Average
1	0.9496	0.7389	0.6782	0.7889
2	0.9432	0.7692	0.5492	0.7539
3	0.9374	0.7225	0.4516	0.7039
4	0.9598	0.6639	0.6725	0.7654
5	0.9652	0.7289	0.6726	0.7889
6	0.9356	0.8154	0.7107	0.8205
7	0.9143	0.8333	0.7719	0.8398
8	0.9555	0.7719	0.7788	0.8354
9	0.9744	0.7687	0.6235	0.7889
10	0.9577	0.7504	0.4764	0.7282
SD	0.0173	0.048	0.1135	0.0596
Average	0.9493	0.7563	0.6385	0.7814
