	Valence	Arousal	Dominance	Average
1	0.9338	0.6631	0.6	0.7323
2	0.9374	0.7203	0.3968	0.6848
3	0.933	0.6928	0.3054	0.6438
4	0.9581	0.6064	0.6125	0.7257
5	0.9638	0.6111	0.5618	0.7122
6	0.96	0.7648	0.5741	0.7663
7	0.9207	0.7327	0.7469	0.8001
8	0.9353	0.7553	0.6952	0.7953
9	0.9666	0.6654	0.6229	0.7516
10	0.9552	0.6708	0.4717	0.6992
SD	0.0161	0.0553	0.1337	0.0683
Average	0.9464	0.6883	0.5587	0.7311
