	Valence	Arousal	Dominance	Average
1	-0.1036	-0.0507	-0.1191	-0.0912
2	-0.0838	-0.0414	-0.0628	-0.0627
3	-0.0882	-0.0541	-0.1437	-0.0953
4	-0.0711	-0.0574	-0.0647	-0.0644
5	-0.101	-0.0416	-0.1007	-0.0811
6	-0.1392	-0.0641	-0.1529	-0.1187
7	-0.087	-0.0817	-0.1077	-0.0921
8	-0.0919	-0.038	-0.0557	-0.0619
9	-0.0911	-0.0667	-0.0931	-0.0836
10	-0.1018	-0.0892	-0.0812	-0.0907
SD	0.0043	0.0009	0.016	0.0071
Average	-0.0959	-0.0585	-0.0981	-0.0842
