	Valence	Arousal	Dominance	Average
1	0.9523	0.7561	0.7383	0.8156
2	0.9604	0.7452	0.7176	0.8077
3	0.9026	0.7832	0.6612	0.7823
4	0.9222	0.6758	0.6589	0.7523
5	0.9442	0.6948	0.7386	0.7925
6	0.9449	0.6401	0.6635	0.7495
7	0.939	0.7666	0.624	0.7765
8	0.9427	0.7122	0.6439	0.7663
9	0.9568	0.7799	0.7084	0.815
10	0.9425	0.7096	0.7332	0.7951
SD	0.0171	0.0477	0.043	0.0359
Average	0.9408	0.7264	0.6888	0.7853
