	Valence	Arousal	Dominance	Average
1	-0.0003	-0.0688	-0.0379	-0.0357
2	0.0006	-0.0369	-0.0374	-0.0246
3	-0.0002	-0.0464	-0.0384	-0.0283
4	-0.0003	-0.0226	-0.0235	-0.0155
5	0.0007	-0.0248	-0.0353	-0.0198
6	-0.0003	-0.0447	-0.008	-0.0177
7	-0.0002	-0.0441	-0.02	-0.0214
8	0.0012	-0.0246	-0.0623	-0.0286
9	-0.0001	-0.0372	-0.0291	-0.0222
10	-0.0004	-0.1027	-0.0562	-0.0531
SD	0.0001	0.0015	-0.0037	-0.0006
Average	0.0001	-0.0453	-0.0348	-0.0267
