	Valence	Arousal	Dominance	Average
1	0.9457	0.7656	0.6217	0.7777
2	0.953	0.795	0.6996	0.8159
3	0.8944	0.8012	0.6189	0.7715
4	0.9208	0.6902	0.594	0.735
5	0.937	0.7303	0.6518	0.773
6	0.9413	0.6332	0.6099	0.7281
7	0.9436	0.8216	0.6149	0.7934
8	0.9355	0.757	0.5736	0.7554
9	0.9449	0.7967	0.6199	0.7871
10	0.942	0.7643	0.6452	0.7838
SD	0.0168	0.0575	0.0345	0.0363
Average	0.9358	0.7555	0.625	0.7721
