	Valence	Arousal	Dominance	Average
1	0.8493	0.715	0.6301	0.7314
2	0.878	0.7532	0.6939	0.775
3	0.8117	0.7469	0.5846	0.7144
4	0.852	0.6319	0.6286	0.7042
5	0.8441	0.6885	0.6477	0.7268
6	0.8052	0.569	0.5358	0.6367
7	0.8535	0.7394	0.5532	0.7154
8	0.8521	0.7182	0.6345	0.7349
9	0.8646	0.7299	0.631	0.7419
10	0.8415	0.6706	0.6793	0.7305
SD	0.0221	0.0584	0.0506	0.0437
Average	0.8452	0.6963	0.6219	0.7211
