	Valence	Arousal	Dominance	Average
1	0.9481	0.7559	0.7538	0.8193
2	0.9524	0.7999	0.703	0.8185
3	0.8879	0.7891	0.713	0.7967
4	0.914	0.6648	0.6678	0.7489
5	0.9397	0.7077	0.7441	0.7971
6	0.9402	0.6053	0.697	0.7475
7	0.9319	0.8041	0.6421	0.7927
8	0.9359	0.7645	0.6382	0.7795
9	0.9477	0.7731	0.7153	0.812
10	0.937	0.7547	0.7353	0.809
SD	0.0192	0.0642	0.0404	0.0413
Average	0.9335	0.7419	0.701	0.7921
