	Valence	Arousal	Dominance	Average
1	0.9123	0.7564	0.5675	0.7454
2	0.9361	0.6622	0.7099	0.7694
3	0.9607	0.8694	0.5963	0.8088
4	0.9497	0.7286	0.6928	0.7904
5	0.9749	0.8342	0.7888	0.8659
6	0.9729	0.811	0.6144	0.7994
7	0.9575	0.8281	0.5947	0.7934
8	0.9533	0.6709	0.5215	0.7152
9	0.9308	0.7053	0.5876	0.7412
10	0.9579	0.7534	0.6304	0.7806
SD	0.0194	0.0716	0.0786	0.0565
Average	0.9506	0.7619	0.6304	0.781
