	Valence	Arousal	Dominance	Average
1	-0.0083	-0.0034	-0.0143	-0.0087
2	-0.0039	-0.0222	0.027	0.0003
3	-0.0018	-0.0005	-0.0058	-0.0027
4	-0.0008	-0.0112	-0.0207	-0.0109
5	-0.0043	0.0122	-0.0602	-0.0173
6	-0.0008	-0.0416	0.0036	-0.0129
7	0.0032	0.0193	-0.0102	0.0041
8	0.0105	0.0272	0.0336	0.0238
9	-0.0079	-0.0231	0.0413	0.0035
10	-0.0053	0.0144	-0.0022	0.0023
SD	0.0028	0.0053	-0.0134	-0.0017
Average	-0.0019	-0.0028	-0.0008	-0.0019
