	Valence	Arousal	Dominance	Average
1	0.9185	0.769	0.608	0.7652
2	0.9333	0.6671	0.7114	0.7706
3	0.9645	0.8754	0.6045	0.8148
4	0.9389	0.7226	0.6687	0.7767
5	0.9664	0.8204	0.8016	0.8628
6	0.9642	0.7806	0.6007	0.7818
7	0.9613	0.8086	0.5929	0.7876
8	0.9537	0.6769	0.5334	0.7213
9	0.9307	0.6925	0.6244	0.7492
10	0.9633	0.7694	0.6205	0.7844
SD	0.0175	0.0678	0.0745	0.0533
Average	0.9495	0.7582	0.6366	0.7814
