	Valence	Arousal	Dominance	Average
1	-0.1103	-0.147	0.0208	-0.0788
2	-0.0119	0.016	-0.0383	-0.0114
3	0.0028	-0.01	0.0445	0.0124
4	0.0107	-0.0191	-0.0236	-0.0107
5	-0.0029	-0.043	-0.0319	-0.0258
6	0.0039	-0.0171	0.0105	-0.0009
7	0.0088	-0.0381	0.0099	-0.0064
8	0.0025	-0.0197	0.0085	-0.0029
9	-0.0099	-0.0243	-0.0018	-0.012
10	0.0005	0.0045	0.0201	0.0083
SD	0.0325	0.0067	-0.0169	0.0075
Average	-0.0106	-0.0297	0.0019	-0.0128
