	Valence	Arousal	Dominance	Average
1	0.904	0.753	0.5532	0.7367
2	0.9322	0.64	0.7369	0.7697
3	0.9589	0.8689	0.5905	0.8061
4	0.9489	0.7174	0.6721	0.7795
5	0.9706	0.8464	0.7286	0.8486
6	0.9721	0.7694	0.618	0.7865
7	0.9607	0.8474	0.5845	0.7975
8	0.9638	0.6981	0.5551	0.739
9	0.9229	0.6822	0.6289	0.7447
10	0.9526	0.7678	0.6282	0.7829
SD	0.0222	0.0769	0.0652	0.0548
Average	0.9487	0.7591	0.6296	0.7791
