	Valence	Arousal	Dominance	Average
1	0.9244	0.6412	0.722	0.7626
2	0.9608	0.8701	0.665	0.832
3	0.9532	0.7497	0.5203	0.7411
4	0.9559	0.8097	0.7753	0.847
5	0.949	0.6268	0.54	0.7053
6	0.9771	0.8087	0.6969	0.8275
7	0.9213	0.7195	0.5027	0.7145
8	0.9483	0.7754	0.6534	0.7923
9	0.96	0.8576	0.7745	0.864
10	0.9638	0.6788	0.5324	0.725
SD	0.0172	0.086	0.1064	0.0699
Average	0.9514	0.7537	0.6383	0.7811

