	Valence	Arousal	Dominance	Average
1	0.9688	0.6997	0.8237	0.8308
2	0.9707	0.7553	0.8641	0.8634
3	0.9566	0.6665	0.7908	0.8046
4	0.9598	0.6811	0.827	0.8226
5	0.9611	0.6387	0.7999	0.7999
6	0.9587	0.6533	0.8201	0.8107
7	0.9583	0.6166	0.8007	0.7919
8	0.9722	0.6289	0.8428	0.8146
9	0.9657	0.66	0.8647	0.8301
10	0.9815	0.6995	0.8179	0.8329
SD	0.0079	0.0409	0.0256	0.0248
Average	0.9653	0.67	0.8252	0.8202
