	Valence	Arousal	Dominance	Average
1	0.8584	0.5048	0.7051	0.6894
2	0.8789	0.5902	0.7811	0.7501
3	0.8559	0.557	0.6881	0.7003
4	0.8256	0.4481	0.715	0.6629
5	0.8599	0.65	0.7554	0.7551
6	0.814	0.3666	0.6739	0.6181
7	0.8532	0.513	0.6686	0.6783
8	0.8842	0.57	0.802	0.7521
9	0.8781	0.5788	0.7367	0.7312
10	0.8671	0.4541	0.7127	0.678
SD	0.0227	0.0832	0.0446	0.0502
Average	0.8575	0.5233	0.7239	0.7015
