	Valence	Arousal	Dominance	Average
1	0.9687	0.7043	0.8224	0.8318
2	0.9708	0.5945	0.8686	0.8113
3	0.9558	0.6265	0.8144	0.7989
4	0.961	0.5954	0.8163	0.7909
5	0.9613	0.4563	0.8251	0.7476
6	0.9595	0.5875	0.8175	0.7881
7	0.9594	0.6513	0.8166	0.8091
8	0.9717	0.5697	0.8498	0.797
9	0.967	0.4886	0.8666	0.7741
10	0.9815	0.5669	0.8347	0.7944
SD	0.0077	0.0722	0.0211	0.0337
Average	0.9657	0.5841	0.8332	0.7943
