	Valence	Arousal	Dominance	Average
1	-0.0112	-0.0278	-0.0218	-0.0202
2	-0.0147	-0.0101	-0.0563	-0.027
3	-0.0088	-0.0205	-0.0563	-0.0285
4	-0.002	-0.004	-0.0084	-0.0048
5	-0.0088	-0.0491	-0.0612	-0.0397
6	-0.0127	0.0073	-0.0167	-0.0074
7	-0.008	-0.0121	-0.0311	-0.017
8	-0.0137	-0.0329	-0.0515	-0.0327
9	-0.0083	-0.037	-0.0201	-0.0218
10	-0.0108	-0.0341	-0.049	-0.0313
SD	-0.0007	0.0035	0.005	0.0025
Average	-0.0098	-0.022	-0.0372	-0.0231
