	Valence	Arousal	Dominance	Average
1	-0.0126	0.0	-0.0001	-0.0042
2	-0.0002	0.0008	0.0	0.0003
3	-0.0142	0.0	0.0001	-0.0046
4	0.0007	0.0	0.0	0.0002
5	-0.008	0.0012	0.0009	-0.0019
6	-0.0012	0.0005	0.0013	0.0002
7	-0.0029	0.0008	0.0002	-0.0006
8	-0.0085	0.0	0.0001	-0.0027
9	-0.0026	0.0018	0.0011	0.0001
10	-0.0016	0.0006	0.001	0.0
SD	0.0026	0.0	0.0001	0.0008
Average	-0.0051	0.0006	0.0005	-0.0014
