	Valence	Arousal	Dominance	Average
1	0.7947	0.556	0.4851	0.6119
2	0.8177	0.5029	0.5897	0.6368
3	0.8472	0.5778	0.539	0.6547
4	0.7791	0.6418	0.5587	0.6599
5	0.8531	0.5374	0.3175	0.5694
6	0.8017	0.6213	0.5516	0.6582
7	0.7061	0.2496	0.2647	0.4068
8	0.8407	0.4112	0.4127	0.5549
9	0.8113	0.6511	0.485	0.6491
10	0.8343	0.3853	0.5791	0.5995
SD	0.0433	0.1292	0.1125	0.095
Average	0.8086	0.5134	0.4783	0.6001

