	Valence	Arousal	Dominance	Average
1	0.9828	0.8345	0.7896	0.869
2	0.9851	0.7373	0.7391	0.8205
3	0.9859	0.7841	0.6734	0.8144
4	0.9822	0.7476	0.6428	0.7909
5	0.9802	0.7914	0.699	0.8236
6	0.9858	0.8112	0.7345	0.8438
7	0.9748	0.8055	0.6461	0.8088
8	0.985	0.8316	0.7258	0.8475
9	0.9804	0.8129	0.6326	0.8087
10	0.9824	0.7442	0.6912	0.8059
SD	0.0034	0.036	0.0504	0.0299
Average	0.9825	0.79	0.6974	0.8233

