	Valence	Arousal	Dominance	Average
1	0.9811	0.824	0.7476	0.8509
2	0.9846	0.7941	0.7611	0.8466
3	0.9847	0.7631	0.6792	0.809
4	0.9855	0.8027	0.6825	0.8236
5	0.9828	0.7823	0.6952	0.8201
6	0.9882	0.8289	0.7413	0.8528
7	0.9752	0.8471	0.6237	0.8154
8	0.9845	0.881	0.7161	0.8605
9	0.9836	0.8091	0.5963	0.7963
10	0.9802	0.7379	0.6864	0.8015
SD	0.0035	0.0413	0.0527	0.0325
Average	0.983	0.807	0.693	0.8277

