	Valence	Arousal	Dominance	Average
1	-0.0002	-0.0251	0.0232	-0.0008
2	-0.0003	-0.0656	-0.0374	-0.0345
3	0.0002	-0.0534	-0.0505	-0.0346
4	-0.0002	-0.0403	-0.0162	-0.0189
5	0.0007	0.0063	-0.0404	-0.0111
6	0.0013	-0.0558	-0.0567	-0.0371
7	0.0	-0.0445	0.0048	-0.0132
8	-0.0002	-0.0582	-0.0668	-0.0417
9	0.0	-0.0628	-0.0597	-0.0409
10	0.0002	-0.0651	-0.0242	-0.0296
SD	0.0002	0.005	0.0132	0.0061
Average	0.0001	-0.0464	-0.0324	-0.0262

