	Valence	Arousal	Dominance	Average
1	0.9553	0.7049	0.737	0.7991
2	0.8725	0.6846	0.5692	0.7088
3	0.963	0.7416	0.7604	0.8217
4	0.9318	0.7447	0.7414	0.806
5	0.9654	0.7022	0.6355	0.7677
6	0.9243	0.7205	0.6903	0.7784
7	0.9437	0.7241	0.6516	0.7732
8	0.9407	0.7504	0.7704	0.8205
9	0.944	0.7419	0.5725	0.7528
10	0.9521	0.7509	0.713	0.8053
SD	0.0268	0.0231	0.074	0.0413
Average	0.9393	0.7266	0.6841	0.7833

