	Valence	Arousal	Dominance	Average
1	0.9544	0.6869	0.7859	0.809
2	0.8698	0.6444	0.5898	0.7013
3	0.9637	0.6995	0.7145	0.7926
4	0.9335	0.7575	0.7639	0.8183
5	0.9669	0.752	0.6287	0.7825
6	0.926	0.6887	0.6518	0.7555
7	0.9442	0.7057	0.7122	0.7874
8	0.9397	0.7054	0.7158	0.787
9	0.9448	0.6956	0.5358	0.7254
10	0.9535	0.7207	0.7202	0.7982
SD	0.0277	0.0327	0.0787	0.0463
Average	0.9396	0.7057	0.6819	0.7757

