	Valence	Arousal	Dominance	Average
1	-0.0092	-0.0132	-0.0002	-0.0075
2	-0.0101	-0.0127	-0.0177	-0.0136
3	0.0009	0.0028	-0.0073	-0.0013
4	-0.003	-0.0023	-0.0341	-0.0131
5	-0.0092	-0.0221	0.0078	-0.0078
6	-0.0096	-0.0104	-0.0114	-0.0105
7	-0.0072	-0.0216	-0.0421	-0.0237
8	-0.0161	-0.0449	-0.0244	-0.0285
9	-0.0076	-0.0177	-0.0241	-0.0165
10	-0.0065	-0.011	-0.0197	-0.0124
SD	0.0017	0.0037	0.0009	0.0021
Average	-0.0078	-0.0153	-0.0174	-0.0134

