	Valence	Arousal	Dominance	Average
1	0.9448	0.7146	0.6918	0.7837
2	0.8603	0.7099	0.465	0.6784
3	0.9565	0.7529	0.6581	0.7892
4	0.9398	0.7988	0.733	0.8239
5	0.9562	0.7457	0.5532	0.7517
6	0.9122	0.7445	0.6154	0.7574
7	0.9391	0.7503	0.6593	0.7829
8	0.9386	0.7654	0.65	0.7847
9	0.9426	0.7589	0.4726	0.7247
10	0.9518	0.7866	0.6926	0.8103
SD	0.0289	0.0276	0.0927	0.0497
Average	0.9342	0.7528	0.6191	0.7687

