	Joy	Anger	Sadness	Fear	Disgust
0	rest	killer	torture	motherfucker	boring
1	happiness	rapist	rapist	tornado	lazy
2	vacation	alarm	pedophile	rape	subdue
3	relaxation	racism	HIV	diarrhea	saggy
4	christmas	sue	chemo	terrorism	malnutrition
5	happy	die	leukemia	dangerous	litter
6	magical	suicide	gonorrhea	earthquake	boredom
7	enjoyment	murder	lynching	murderous	dismal
8	fun	gang	molester	gunpoint	telethon
9	fantastic	abuse	nausea	bullshit	flunky
